测试情景编号,2024年利润/元,2025年利润/元,2026年利润/元,2027年利润/元,2028年利润/元,2029年利润/元,2030年利润/元
2779,4856687.949931755,4860976.101540833,5267224.510397011,4987870.784928527,5461277.940582345,5323997.735027595,5575971.995234032
2780,5013839.926741703,4860168.929687824,5297178.269330651,4945350.039372997,5452908.5594050195,5445844.63397062,5524861.15055762
2781,5021760.303166613,4892104.678239273,5152099.842956905,5084678.8531457465,5456117.8395991875,5328415.471409167,5467685.310419681
2782,5007214.53052544,4915882.183873913,5182423.608011649,4804448.8576555215,5331591.158275042,5331355.8813358145,5460466.493874911
2783,4843489.194804894,4987568.355483125,5332445.943900762,4921363.829308434,5358267.331308724,5429979.854066428,5507607.213547099
2784,4980731.283759965,4917975.916985188,5388597.460889014,5057129.730038254,5395932.20917945,5360269.712848838,5655455.649676805
2785,4887077.622627227,4996700.626241192,5307423.480361046,4997202.075897195,5487697.609713461,5390440.96517183,5544222.078012683
2786,4909815.387778323,4966604.875811794,5234831.253158684,5049327.2565217065,5474919.282559862,5305531.771144461,5537502.258360273
2787,4991692.847047142,4813397.988471254,5344987.211721366,4963991.976920553,5468516.2893376015,5428721.647690944,5522999.430452733
2788,4931951.099829477,4886001.669731799,5313896.050733301,5009157.084318562,5408416.073374418,5416041.223823213,5527768.075101631
2789,4961348.897099048,4821349.158773857,5354817.748918389,5048192.627875533,5413740.276406035,5400403.545339437,5618245.641928178
2790,4932083.878752808,4938351.036291975,5298817.27704705,4910453.135690489,5427754.373234172,5378591.87386215,5678464.255863653
2791,4920262.004985297,4971277.364509089,5318105.69262883,4911031.787236828,5393568.153385101,5333673.638250943,5495877.399867259
2792,4891684.86897519,5004570.338930327,5171832.169234596,5037335.807209336,5399605.017517402,5351857.82572914,5600708.960406349
2793,4856591.627695355,4931683.9679036345,5233835.48374869,5084640.267789115,5427311.983071251,5312937.064363956,5420038.320724763
2794,4955079.32787701,4948152.3179245535,5278226.869885043,4991690.490728048,5453609.8552647745,5341308.271167539,5567303.96107026
2795,5008371.221861677,4922779.533900731,5339610.205538816,4977476.13793059,5458908.839432532,5413602.40403631,5452932.810746687
2796,4900846.9998067105,4927608.407011458,5343414.657095688,4956626.783104866,5429982.962301561,5338224.62944552,5561503.664231776
2797,4901230.910811944,4919018.292144069,5397937.099696873,4930802.799954328,5366399.95970562,5366584.609492795,5446405.898037277
2798,4975899.329634804,4886763.366365941,5279925.841444873,4956248.28516108,5428957.615653271,5355017.59280611,5462052.408320461
2799,4993846.294954534,4854508.728707361,5266102.233246475,4882979.505577823,5479192.910338866,5230340.299077842,5561025.464307994
2800,4824988.685027534,4921331.860931977,5221416.055747691,4988851.8582652155,5437828.929858317,5355158.003545985,5530829.42678071
2801,4950011.178207991,4908567.838204627,5184586.797955299,5001134.654714745,5474819.833385893,5285868.389872864,5544156.323846161
2802,4902715.614993712,4946219.731909285,5346015.131011903,4993876.661569244,5564909.218662534,5293387.107400304,5623988.16919696
2803,4912298.95911029,4964503.345094839,5136293.237883764,4920983.101578739,5385368.417221933,5315096.092049192,5627807.076590906
2804,4847246.073498518,4932874.519372197,5219874.43481255,4984965.544962833,5502483.763144097,5477349.761306476,5476154.014117086
2805,4927707.650413368,4994896.958145632,5212938.604941131,4988911.111093171,5536317.399527157,5361982.025531888,5614549.372082438
2806,4916108.929411145,4909688.426775499,5382666.9938745275,4965292.181449514,5306135.831707172,5309505.652313228,5525550.612960632
2807,4977604.143301012,4990050.648173088,5246243.503664164,4936117.123424582,5431527.569943031,5338532.878230753,5624642.355569273
2808,4932058.089116042,5008830.849446889,5193437.52330634,4969206.531439687,5495821.614856792,5308457.465562819,5618594.105638815
2809,4975611.292390145,4919941.309974063,5203661.542178946,4931190.846807143,5348188.281410364,5298703.48524962,5651071.950642124
2810,4985375.754238951,5066573.72684756,5295711.368088807,4890421.378406849,5545913.175379068,5391234.246224392,5596667.825274234
2811,4930758.472606265,4981744.944541984,5281985.747678908,4926747.438690805,5444836.816249162,5305708.569476108,5420398.721807443
2812,4868021.343589088,4984276.844396874,5212096.126837699,4870351.595479722,5390273.616364899,5375314.111098674,5546374.6930267345
2813,5011075.650521598,4793968.767427362,5333035.732792159,4937046.0654423535,5442096.683850966,5234175.7233831305,5662405.733705819
2814,4905329.859833526,4964767.782026961,5315863.59441727,4965263.070636465,5536231.89007388,5306291.6375774015,5634081.036552847
2815,4907632.256722104,4939413.601566922,5273431.010790244,4827493.185365691,5408523.269981313,5314097.539950151,5609997.177287186
2816,4883801.647911572,4957762.609051405,5196896.985847663,4972845.345886956,5512947.718008425,5419112.990859322,5535437.6022597505
2817,4981514.350996024,4923277.61983201,5341306.976939079,4856341.86488647,5537753.854966145,5373617.204114953,5503779.510138541
2818,4996720.826218247,4889210.539136718,5324059.910930388,5071243.329915164,5434847.2469264455,5441775.7819986595,5555779.5395320505
2819,4935204.284754729,4831521.765536061,5177253.5467105135,4968093.924381707,5346228.35705074,5289145.247824477,5623071.107642708
2820,4886957.340043759,4996499.461366936,5234824.391612629,5026462.765696474,5467925.98851336,5287991.921156654,5579305.051859401
2821,4925587.18486005,4874486.631814097,5173114.5530113615,4939329.259102752,5415612.61951746,5280355.556106622,5567118.223793573
2822,4882556.632248526,4983467.333263064,5320396.496780947,4991292.628786699,5453095.22276989,5355342.576277935,5605564.866803305
2823,4973881.635253415,4988304.325330755,5151074.951223226,4952770.674930493,5392127.560342727,5348583.962502613,5570640.891707713
2824,4942629.835766057,4886179.312275959,5190087.299731811,4899902.546940024,5432724.973516941,5360939.60778893,5614402.482802008
2825,4877552.93626962,4940607.012606392,5303979.26219951,4966435.136232768,5528918.054681381,5421463.622111607,5604018.057009691
2826,4914610.585384806,4832070.519798185,5254815.436551259,4873066.020634952,5422300.077200759,5332863.124435812,5519695.532774533
2827,4952987.213855748,4938739.206803262,5262427.051268735,5084216.737068782,5350784.091439347,5318253.335502097,5439343.083904231
2828,4881384.138759803,4974743.158928873,5279905.22160379,4995108.00757813,5433445.624147646,5483292.764493028,5513305.959621421
2829,4953527.071496928,4955187.98680963,5313585.234754695,4997580.3467113525,5492182.859795073,5416302.784929693,5650824.439368083
2830,4898159.707330425,4939205.937706258,5268423.8708583,4957980.270521156,5433675.448630071,5316486.863613231,5465676.237653283
2831,4977622.08341627,4809784.866613546,5330138.585703513,4922832.795599839,5428084.722456222,5269684.21014282,5546425.964810377
2832,4886084.187137521,4975801.715322167,5195551.243539404,5027539.467842226,5430315.5242672,5336696.032727557,5506533.738909764
2833,4905415.503771776,4934441.095535343,5204500.212414153,4911502.726816219,5470854.2022337755,5374250.83409921,5610363.4330684785
2834,4880208.4151331205,4888227.647684472,5312768.225061066,4939709.675999025,5462141.211447302,5348196.971998965,5499700.385299455
2835,4964890.063663326,4868557.294744635,5189372.637439597,4898021.559525882,5384287.820434841,5482027.738905929,5632920.796607944
2836,4952019.952582418,4914820.934767816,5205202.983103834,4974559.444410717,5392273.513315482,5307687.185285073,5653797.745371365
2837,4915062.270925114,4801010.1649260735,5312144.300445318,4965597.092838665,5431357.163387257,5307558.822282989,5523624.253853886
2838,4948055.503628307,4811390.076901628,5206425.057983817,4871627.670864907,5387214.264462835,5402180.519687396,5591004.879900939
2839,4986798.793559466,4980752.735606023,5243029.030577596,4891033.8087471835,5414112.114000475,5336548.660413871,5500999.051243789
2840,4993377.262733645,4906426.226548132,5218244.11708342,4889730.012920903,5400870.463177281,5419694.154768415,5480399.720875235
2841,4952802.758937079,4995196.803051222,5328856.775039512,4861804.822497788,5419841.471079532,5390590.483274979,5574797.032732739
2842,4818298.792861511,4910330.938086891,5320228.907998957,4965096.534371847,5439752.391545864,5448248.894504512,5415085.797897278
2843,4934403.797428417,4859308.518396059,5333581.323120147,4979977.699616629,5384093.343059114,5301972.150863706,5526955.489456727
2844,5013892.291976863,4908623.901391725,5209003.429329407,4909521.064216249,5315517.949379584,5326130.865333718,5561932.084860517
2845,4966092.606430158,4919021.336814758,5336534.8504983885,4952673.302196664,5461718.122815445,5348440.995450705,5471001.0041575795
2846,4863894.843765305,4976522.832013805,5290131.44101219,4962741.809772419,5432097.475170702,5411739.442060648,5651841.678441627
2847,4893942.810524378,4886649.840416592,5204490.493382047,5052189.732564783,5468757.618530472,5337485.750228461,5578032.727702057
2848,4995479.126959536,5002400.327533284,5156213.2430923395,4994095.101402225,5425652.244609652,5492160.086948169,5524391.515966047
2849,4905023.419094348,4811812.117103784,5311247.8459636085,4834266.20759466,5458852.7872259,5272010.983432694,5628388.101961227
2850,4982110.230486666,4903666.084661931,5100232.880997246,4976286.005055974,5385238.371652414,5397603.087758921,5516588.363024028
2851,4935969.084588031,4982382.811323315,5246509.430666668,5017040.850076088,5418109.275356015,5389424.713244667,5515704.447539533
2852,4863386.07769391,4969344.398409654,5256776.654974801,4982029.988221579,5453628.290053236,5311383.230010561,5469348.254128307
2853,4921647.483531708,4924670.889309751,5208561.638061355,4933535.542219476,5476630.805357058,5395964.272366799,5601159.498084814
2854,5007602.174301331,4880541.173172916,5247258.7385232905,5031592.717133415,5373537.556852777,5282120.1651616655,5592042.148921793
2855,4989367.695941843,4887144.811789099,5299362.600216673,4951991.562877347,5434434.72692136,5365077.741321944,5581285.727990656
2856,4926312.84628884,4802404.631912849,5310062.086793958,4882443.695928069,5406562.614738265,5312899.524922375,5593330.460752623
2857,4923040.054625822,4961722.802269055,5328013.129349592,5010582.558673799,5526178.024836989,5365877.976236762,5419428.289085573
2858,4921562.909317746,4903356.464569342,5334785.030666343,4906844.537312235,5484306.926089558,5203434.262609763,5474430.106985183
2859,4863676.678518094,4855773.182388408,5250402.640994441,4854848.231828915,5427184.556287404,5310997.940892331,5474788.64202664
2860,4893652.165081815,4824362.27797995,5199256.8710024655,5033321.077009924,5382393.3969149375,5353248.438476963,5558650.9877432
2861,4999563.111400529,4912825.056254478,5271023.297831354,5115809.192934576,5413163.756123928,5338000.888511678,5649743.011718249
2862,4824759.016987584,4815755.465359287,5152942.991534662,4973374.5783743495,5553029.354808496,5358266.494355312,5451207.456958665
2863,4938778.066458988,5009101.4732483085,5234844.878672347,5054323.594282136,5420070.182577703,5328928.76969128,5518920.165745313
2864,4919115.599820097,4911865.555380626,5292547.807081274,4887038.124784278,5515466.082395284,5218810.407122504,5586467.625988613
2865,4859896.307228549,4882135.997315446,5205527.236155033,5004627.030719361,5420061.091972098,5430268.092910309,5583405.85140482
2866,4938718.533434507,4796702.600214022,5252948.211204739,4896360.883495599,5389400.6334855035,5190570.843128402,5532348.388777692
2867,4942834.297549644,4902950.459894072,5326804.854003725,5019468.603215868,5387794.1439215,5315812.7465723995,5599915.371835053
2868,5015013.169568652,5077204.290555774,5298790.547246034,5017169.241591162,5470187.620513094,5296133.484186916,5559564.488159668
2869,4918955.799758586,4949748.371049842,5301168.340869569,4975227.322631519,5527780.841029926,5194596.176508227,5646159.403758479
2870,4926390.098173999,4929752.559282621,5371574.434417881,4938823.606675711,5553029.1746657975,5366117.721509056,5477404.788084816
2871,4850885.7467661705,4945247.135615328,5213838.12355494,4877701.76108154,5487751.438888229,5334525.260110252,5591479.756456223
2872,4932408.155249386,5008445.145267473,5213825.5451939255,4967968.221604306,5477141.716266958,5376180.304614998,5538533.872096345
2873,4967055.736154279,4902417.572952086,5312831.818561042,4998412.998219906,5516745.768611872,5372620.546047529,5476669.831523968
2874,4988884.735453087,4846075.940352669,5288154.73702612,5003882.147274483,5514120.998353062,5345984.367933323,5546113.144390468
2875,4972034.716229796,4927173.0397574445,5230001.780194073,4897370.12706809,5479429.861323099,5146690.218588743,5410367.0171785895
2876,4891540.824008748,4900333.678259344,5212682.484086136,4860568.9586704625,5342131.563198587,5241236.898557607,5510985.988141614
2877,4909547.381223585,4826234.358543313,5185418.696678788,5103686.967222137,5434251.074963584,5381543.502168406,5599457.104314215
2878,4895123.544044696,4818570.528149934,5117564.855741611,5014909.623799285,5450965.8595058415,5284343.889267291,5544258.59926844
2879,4873383.9107887605,5022894.022529888,5303576.401845568,5003887.910875077,5428241.263257396,5400663.588239702,5593896.767875666
2880,4819646.394400539,4856878.189199714,5332535.71710304,4975450.367901198,5563218.2422415875,5356539.769220528,5571284.652973589
2881,4918871.849497853,4994602.827582621,5261155.927146286,4918291.315914732,5387597.917888475,5421868.97838285,5445369.703431985
2882,4917561.628804229,4892337.9136689305,5197211.904943334,4931103.114588116,5469893.199601958,5288625.925592924,5413127.566470456
2883,4857931.68118818,4910470.498959921,5193636.366352299,4961659.839583214,5306643.298863193,5363753.895071244,5628304.54297692
2884,4972532.888221424,4875513.811966173,5260645.877504057,4994550.915489466,5402197.061841261,5260966.735238665,5645420.047266048
2885,4971382.083802227,4911843.653449814,5219312.424757241,4964204.518287088,5377575.804344855,5321292.607125533,5392713.383848911
2886,4898189.087750889,4849039.832479002,5162438.991089821,4921593.729940559,5405483.5180689655,5312682.42375317,5480800.20608367
2887,4932197.456100343,4963635.547487341,5337273.614856567,4964631.863889352,5494657.385125165,5343477.866587546,5617547.453071035
2888,5058815.954799588,4842743.4162697485,5155495.394900856,4953983.213402989,5387624.486323241,5289727.135050706,5614586.617663152
